status,neighborhood,ptype,list_price,sqft,ask_ppsf,pred_ppsf,gap_pct,waterfront,flag
Active,Coral Ridge Galt,Single Family,3990000.0,4325.0,923.0,994.0,-7.1,False,Underpriced
Active,Watergarden,Condo,829000.0,1469.0,564.0,607.0,-7.0,True,Fair
Active,Park Place,Condo,190000.0,580.0,328.0,352.0,-7.0,False,Underpriced
Active,Middle River Plaza,Townhouse,889900.0,2652.0,336.0,361.0,-7.0,False,Fair
Active,Horizon House,Condo,295000.0,970.0,304.0,327.0,-7.0,False,Underpriced
Pending,Victoria Isles,Single Family,10250000.0,6935.0,1478.0,1589.0,-7.0,True,Fair
Active,Colee Hammock,Single Family,2899000.0,3592.0,807.0,867.0,-6.9,False,Fair
Active,Berkley South,Condo,380000.0,1328.0,286.0,307.0,-6.9,False,Fair
Pending,Embassy Apts,Condo,209900.0,570.0,368.0,396.0,-6.9,True,Fair
Active,River Oaks,Single Family,1250000.0,2887.0,433.0,464.0,-6.7,False,Fair
Active,Victoria Park,Single Family,935000.0,1667.0,561.0,601.0,-6.7,False,Fair
Active,Lauderdale Tower,Condo,364000.0,1040.0,350.0,375.0,-6.6,False,Fair
Active,Lauderdale Beach,Single Family,4500000.0,3039.0,1481.0,1586.0,-6.6,False,Fair
Active,Watergarden,Condo,649000.0,1080.0,601.0,643.0,-6.5,True,Fair
Pending,Progresso,Single Family,1700000.0,2623.0,648.0,692.0,-6.3,False,Fair
Active,Hillbrook,Single Family,875000.0,1940.0,451.0,482.0,-6.3,False,Fair
Active,Leisure Beach South,Condo,354900.0,920.0,386.0,412.0,-6.3,False,Fair
Pending,Sunset Manors Amen,Single Family,2850000.0,3000.0,950.0,1014.0,-6.3,False,Fair
Pending,North Bal Harbour,Single Family,3999000.0,3258.0,1227.0,1309.0,-6.2,True,Fair
Pending,Coral Ridge Galt,Single Family,1750000.0,2995.0,584.0,623.0,-6.2,False,Fair
Active,Rivers Bend,Condo,515000.0,1196.0,431.0,458.0,-6.1,True,Fair
Active,Pine Crest Village,Condo,405000.0,1200.0,338.0,359.0,-6.1,False,Fair
Active,Lauderdale Beach,Single Family,2249999.0,2315.0,972.0,1035.0,-6.1,False,Fair
Active,Waverly Las Olas,Condo,538000.0,1529.0,352.0,374.0,-5.9,False,Fair
Active,Altessa Wilton Manors,Townhouse,1010040.0,2374.0,425.0,452.0,-5.8,False,Fair
Active,River Oaks,Single Family,1275000.0,2824.0,451.0,479.0,-5.7,False,Fair
Active,Rio Vista,Single Family,4195000.0,3907.0,1074.0,1138.0,-5.7,False,Fair
Active,Aria Las Olas,Condo,1949000.0,3246.0,600.0,637.0,-5.7,True,Fair
Active,Manor Grove Village Two Co,Condo,195000.0,750.0,260.0,276.0,-5.7,False,Fair
Pending,Waverly Las Olas,Condo,450000.0,1216.0,370.0,392.0,-5.6,False,Fair
Active,Riverview Gardens,Condo,449000.0,850.0,528.0,560.0,-5.6,True,Fair
Active,Village East,Condo,345000.0,1054.0,327.0,346.0,-5.5,False,Fair
Pending,River Landings,Condo,539000.0,1786.0,302.0,319.0,-5.5,False,Fair
Pending,Vue,Condo,699000.0,1397.0,500.0,530.0,-5.5,False,Fair
Active,Fort Lauderdale Residence,Condo,810000.0,1176.0,689.0,729.0,-5.5,True,Fair
Active,Riverside Park,Single Family,628000.0,1821.0,345.0,364.0,-5.4,False,Fair
Active,Venezia,Condo,1655000.0,2940.0,563.0,595.0,-5.4,True,Fair
Pending,Coral Shores,Townhouse,410000.0,1257.0,326.0,345.0,-5.4,False,Fair
Active,Holmberg Mc Kees,Townhouse,1450000.0,2920.0,497.0,525.0,-5.4,False,Fair
Active,Victoria Park,Single Family,3850000.0,4363.0,882.0,931.0,-5.2,False,Fair
Active,Everglades Land Sales Co Harbor Vista,Townhouse,679900.0,1826.0,372.0,393.0,-5.2,False,Fair
Pending,Marina Landings,Single Family,1215000.0,2751.0,442.0,466.0,-5.1,False,Fair
Active,Lauderdale Harbors,Single Family,3295000.0,4061.0,811.0,855.0,-5.1,False,Fair
Active,Coral Isles,Single Family,8950000.0,6363.0,1407.0,1482.0,-5.1,True,Fair
Active,Cromwell West,Condo,265000.0,704.0,376.0,396.0,-5.0,True,Fair
Pending,Las Olas,Condo,597500.0,1297.0,461.0,485.0,-5.0,False,Fair
Active,Victoria Park,Single Family,3449000.0,3888.0,887.0,933.0,-4.9,False,Fair
Pending,Placido Place,Townhouse,529900.0,1541.0,344.0,361.0,-4.9,False,Fair
Pending,Marina Landings,Single Family,1249000.0,2831.0,441.0,464.0,-4.9,False,Fair
Pending,Gill Isles,Single Family,1200000.0,2083.0,576.0,606.0,-4.9,True,Fair
Active,East Point Towers,Condo,239000.0,1138.0,210.0,221.0,-4.8,True,Fair
Active,Lake Ridge,Townhouse,649500.0,1679.0,387.0,406.0,-4.8,False,Fair
Active,Village East,Condo,350000.0,1054.0,332.0,349.0,-4.8,False,Fair
Active,South New River Isles,Single Family,1100000.0,1744.0,631.0,663.0,-4.8,True,Fair
Active,Jenada Isles,Single Family,949999.0,1876.0,506.0,531.0,-4.7,True,Fair
Active,West River Croissant,Single Family,779000.0,1882.0,414.0,434.0,-4.7,False,Fair
Active,Tennis Club Tilden Lauderdale Tennis Club,Condo,202000.0,1056.0,191.0,201.0,-4.7,False,Fair
Active,Progresso,Single Family,450000.0,1110.0,405.0,426.0,-4.7,False,Fair
Active,River Reach,Condo,257000.0,900.0,286.0,300.0,-4.7,True,Fair
Active,River Manor,Condo,299900.0,1000.0,300.0,314.0,-4.6,True,Fair
Active,River Reach,Condo,259000.0,900.0,288.0,302.0,-4.6,True,Fair
Active,Manor Grove Village Three,Condo,249000.0,960.0,259.0,272.0,-4.5,False,Fair
Active,Coral Ridge,Single Family,6500000.0,6147.0,1057.0,1107.0,-4.5,False,Fair
Active,Progresso,Single Family,549000.0,1393.0,394.0,413.0,-4.5,False,Fair
Active,Americas On Park,Condo,999000.0,1820.0,549.0,575.0,-4.5,True,Fair
Active,Point Americas,Condo,845000.0,1500.0,563.0,590.0,-4.5,True,Fair
Active,Sky Harbour East,Condo,469000.0,900.0,521.0,545.0,-4.4,True,Fair
Active,Sandy Ashley,Single Family,775000.0,1649.0,470.0,492.0,-4.4,False,Fair
Active,Sunrise East,Condo,2295000.0,4600.0,499.0,521.0,-4.3,True,Fair
Active,Port,Single Family,685000.0,1749.0,392.0,409.0,-4.3,False,Fair
Active,Gould Isles,Single Family,10495000.0,7393.0,1420.0,1484.0,-4.3,True,Fair
Active,North Bal Harbour,Single Family,4100000.0,3258.0,1258.0,1314.0,-4.2,True,Fair
Active,Atlantic Towers Co Op,Condo,319000.0,805.0,396.0,413.0,-4.2,False,Fair
Active,City View Townhomes,Townhouse,599000.0,1408.0,425.0,444.0,-4.2,False,Fair
Active,Victoria Park,Townhouse,625000.0,1658.0,377.0,393.0,-4.1,False,Fair
Active,Verena Park,Single Family,625000.0,1224.0,511.0,532.0,-4.0,False,Fair
Pending,Beach Way Heights,Single Family,5250000.0,5708.0,920.0,957.0,-3.9,False,Fair
Active,Devon House,Condo,649999.0,1305.0,498.0,518.0,-3.9,True,Fair
Pending,Lauderdale Park,Single Family,650000.0,1515.0,429.0,446.0,-3.9,False,Fair
Active,Lauderdale Tower,Condo,215000.0,440.0,489.0,508.0,-3.9,True,Fair
Active,Village East,Townhouse,335000.0,878.0,382.0,397.0,-3.9,False,Fair
Active,Elizabethan,Condo,169900.0,493.0,345.0,358.0,-3.8,False,Fair
Active,Point Americas,Condo,2795000.0,4902.0,570.0,592.0,-3.6,True,Fair
Active,Vue,Condo,599000.0,1268.0,472.0,489.0,-3.4,False,Fair
Active,Lauderdale Harbors,Single Family,4790000.0,5518.0,868.0,899.0,-3.4,False,Fair
Pending,Croissant Park,Single Family,549900.0,1234.0,446.0,461.0,-3.3,False,Fair
Active,Seminole Forest Tango Village,Townhouse,320000.0,1250.0,256.0,265.0,-3.3,False,Fair
Active,Highland Estates Old Florida Village,Townhouse,749900.0,2156.0,348.0,360.0,-3.3,False,Fair
Active,Nuriver Landing,Condo,330000.0,634.0,521.0,538.0,-3.3,True,Fair
Active,Las Olas,Condo,399999.0,847.0,472.0,488.0,-3.2,False,Fair
Pending,Lauderdale Manors,Single Family,370000.0,1112.0,333.0,344.0,-3.2,False,Fair
Active,Las Olas,Single Family,2750000.0,2856.0,963.0,994.0,-3.1,False,Fair
Pending,Waverly Place,Single Family,1079000.0,1942.0,556.0,573.0,-3.1,False,Fair
Pending,Esmonda Gardens,Single Family,759000.0,1838.0,413.0,426.0,-3.0,False,Fair
Active,Coral Point,Single Family,560000.0,1382.0,405.0,418.0,-3.0,False,Fair
Active,Essex Tower Condos Essex Tower,Condo,559000.0,1218.0,459.0,473.0,-3.0,False,Fair
Active,Macarthur Park,Single Family,2490000.0,2780.0,896.0,923.0,-3.0,False,Fair
Active,Strada,Condo,720000.0,1579.0,456.0,470.0,-2.9,False,Fair
Pending,Hibiscus Gardens,Single Family,389999.0,911.0,428.0,441.0,-2.9,False,Fair
Active,Bayshore Towers,Condo,699000.0,1330.0,526.0,541.0,-2.9,True,Fair
Active,Verena Park,Single Family,565000.0,1196.0,472.0,487.0,-2.9,False,Fair
Active,Silver Engrave,Townhouse,899000.0,2249.0,400.0,412.0,-2.9,False,Fair
Active,Tarpon River,Single Family,2600000.0,3430.0,758.0,780.0,-2.8,False,Fair
Active,Tarpon River,Single Family,2600000.0,3430.0,758.0,780.0,-2.8,False,Fair
Pending,River Reach,Condo,289000.0,971.0,298.0,306.0,-2.8,True,Fair
Active,Breakwater Towers Co Op,Condo,325000.0,805.0,404.0,415.0,-2.7,False,Fair
Active,Fountains On Ocean Bouleva,Condo,619000.0,1290.0,480.0,493.0,-2.7,False,Fair
Pending,Shady Banks On New River,Single Family,525000.0,1226.0,428.0,440.0,-2.7,False,Fair
Active,Pine Crest Village,Condo,330000.0,980.0,337.0,346.0,-2.7,False,Fair
Active,Atlantic Hotel,Condo,799000.0,1296.0,617.0,633.0,-2.6,True,Fair
Active,Point Americas,Condo,1995000.0,3644.0,547.0,562.0,-2.6,True,Fair
Active,Middle River Manor,Single Family,1700000.0,2768.0,614.0,630.0,-2.6,True,Fair
Active,Coral Ridge,Single Family,4850000.0,4770.0,1017.0,1043.0,-2.5,False,Fair
Pending,Rio Vista,Single Family,4395000.0,3968.0,1108.0,1136.0,-2.5,False,Fair
Active,Las Olas,Condo,799000.0,1161.0,688.0,706.0,-2.5,True,Fair
Active,Nurmi Isles,Single Family,10200000.0,6303.0,1618.0,1659.0,-2.4,True,Fair
Pending,Holmberg Mc Kees,Single Family,2595000.0,2776.0,935.0,957.0,-2.4,False,Fair
Active,Embassy Tower Inc Embassytower,Condo,515000.0,1200.0,429.0,439.0,-2.2,False,Fair
Active,River Reach,Condo,370000.0,1250.0,296.0,303.0,-2.2,True,Fair
Active,Sailboat Bend,Townhouse,1075000.0,2723.0,395.0,403.0,-2.1,False,Fair
Active,Progresso,Single Family,719000.0,1742.0,413.0,422.0,-2.1,False,Fair
Active,Bal Harbour,Single Family,1750000.0,2066.0,847.0,864.0,-2.0,True,Fair
Active,Sole Fort Lauderdale Co,Condo,469000.0,1440.0,326.0,332.0,-2.0,False,Fair
Active,Cascade Holly Heights Cascades Holly Heights,Condo,185000.0,585.0,316.0,322.0,-1.9,False,Fair
Active,Las Olas,Condo,699000.0,1113.0,628.0,639.0,-1.8,True,Fair
Active,River Reach,Condo,360000.0,1250.0,288.0,293.0,-1.8,True,Fair
Active,Wilton Manors,Single Family,2100000.0,2862.0,734.0,747.0,-1.8,False,Fair
Active,Victoria Place Townhomes,Townhouse,529000.0,1224.0,432.0,440.0,-1.8,False,Fair
Active,Middle River Manor,Single Family,1210000.0,2023.0,598.0,608.0,-1.6,True,Fair
Pending,Strada,Condo,489000.0,1151.0,425.0,432.0,-1.6,False,Fair
Active,Sun Manors,Single Family,874950.0,1840.0,476.0,483.0,-1.6,False,Fair
Active,Tropical Manors,Single Family,620000.0,1238.0,501.0,508.0,-1.5,False,Fair
Active,Strada,Condo,460000.0,1072.0,429.0,436.0,-1.5,False,Fair
Active,Village East,Condo,359999.0,1054.0,342.0,346.0,-1.4,False,Fair
Active,Wilton Village,Condo,265000.0,846.0,313.0,318.0,-1.4,False,Fair
Pending,Petite,Single Family,1675000.0,2211.0,758.0,768.0,-1.3,False,Fair
Active,Isles Enclave,Townhouse,1584000.0,3500.0,453.0,458.0,-1.3,False,Fair
Active,Colee Hammock,Townhouse,840000.0,1774.0,474.0,480.0,-1.3,False,Fair
Active,Stilwell Isles,Single Family,9475000.0,7674.0,1235.0,1249.0,-1.2,True,Fair
Active,Leisure House,Condo,284500.0,640.0,445.0,450.0,-1.2,False,Fair
Active,Corinthian,Condo,665000.0,1500.0,443.0,449.0,-1.2,True,Fair
Active,Lago Mar Place Co Op,Condo,625000.0,1158.0,540.0,546.0,-1.2,True,Fair
Active,Wilton Place,Condo,178000.0,636.0,280.0,283.0,-1.2,False,Fair
Active,Rio Nuevo,Condo,267650.0,879.0,304.0,308.0,-1.0,True,Fair
Active,Rio Nuevo,Condo,310000.0,1020.0,304.0,307.0,-1.0,True,Fair
Pending,Marina Landings,Single Family,1225000.0,2751.0,445.0,450.0,-1.0,False,Fair
Active,Boulevard Estates Amen,Single Family,699000.0,1762.0,397.0,401.0,-1.0,False,Fair
Active,Rio Nuevo,Condo,235000.0,1020.0,230.0,233.0,-1.0,False,Fair
Active,Auberge Beach Residences,Condo,3700000.0,2661.0,1390.0,1403.0,-0.9,True,Fair
Active,Progresso,Single Family,379900.0,925.0,411.0,415.0,-0.9,False,Fair
Active,River Reach,Condo,325000.0,1110.0,293.0,296.0,-0.9,True,Fair
Pending,Coral Shores,Single Family,692000.0,1552.0,446.0,450.0,-0.9,False,Fair
Active,Babco Park,Single Family,699999.0,1846.0,379.0,382.0,-0.9,False,Fair
Active,Tradewinds By Sea Cond,Condo,497900.0,1100.0,453.0,456.0,-0.8,False,Fair
Pending,Lauderdale Manors,Single Family,299000.0,894.0,334.0,337.0,-0.8,False,Fair
Pending,Rio Vista,Single Family,1950000.0,2668.0,731.0,737.0,-0.8,False,Fair
Active,Port Condominium Residences,Condo,575000.0,1384.0,415.0,418.0,-0.7,True,Fair
Active,Victoria Park,Condo,272000.0,850.0,320.0,322.0,-0.5,False,Fair
Active,Manor Grove Village Four,Condo,325900.0,1200.0,272.0,273.0,-0.5,False,Fair
Active,Isla Bahia,Single Family,17900000.0,11496.0,1557.0,1563.0,-0.4,True,Fair
Active,Gallery One Gallery,Condo,139900.0,341.0,410.0,412.0,-0.4,False,Fair
Active,Sunset Manors Amen,Single Family,899000.0,1775.0,506.0,508.0,-0.3,False,Fair
Active,Colee Hammock,Single Family,2799999.0,3024.0,926.0,928.0,-0.3,False,Fair
Pending,Villa Medici,Townhouse,564900.0,2100.0,269.0,270.0,-0.3,False,Fair
Active,Villa Medici,Townhouse,539000.0,1990.0,271.0,272.0,-0.3,False,Fair
Active,Grandeur,Townhouse,1150000.0,2355.0,488.0,490.0,-0.3,False,Fair
Active,La Cascade,Condo,1395000.0,2274.0,613.0,614.0,-0.1,True,Fair
Active,Wilton Station,Townhouse,674900.0,1883.0,358.0,359.0,-0.1,False,Fair
Active,Progresso,Single Family,399990.0,955.0,419.0,419.0,-0.1,False,Fair
Active,Rio Nuevo,Condo,275000.0,890.0,309.0,309.0,-0.1,True,Fair
Active,Marina Landings,Single Family,1380000.0,2700.0,511.0,512.0,-0.1,False,Fair
Active,Manor Grove Village One In,Condo,320000.0,1180.0,271.0,271.0,0.0,False,Fair
Active,Coral Ridge,Single Family,6300000.0,6189.0,1018.0,1018.0,0.0,True,Fair
Active,Marina Landings,Single Family,1280000.0,2738.0,467.0,468.0,-0.0,False,Fair
Active,Aquavue Las Olas,Condo,1800000.0,2849.0,632.0,632.0,0.0,True,Fair
Active,East Point Towers,Condo,289000.0,1344.0,215.0,215.0,-0.0,True,Fair
Active,Jenada Villas,Single Family,664000.0,1687.0,394.0,393.0,0.1,False,Fair
Active,Cliff Lake Villas Co Op Cliff Lake Villas,Condo,174900.0,600.0,292.0,291.0,0.2,False,Fair
Active,Lauderdale Beach Ext,Single Family,1425000.0,1917.0,743.0,742.0,0.2,False,Fair
Pending,Lakeway,Single Family,439900.0,1062.0,414.0,413.0,0.2,False,Fair
Active,Cromwell West,Condo,320000.0,814.0,393.0,392.0,0.2,True,Fair
Active,Manor Grove,Condo,204900.0,750.0,273.0,273.0,0.2,False,Fair
Active,Fort Lauderdale,Condo,780000.0,1176.0,663.0,662.0,0.2,True,Fair
Active,Coral Point,Single Family,1395000.0,2450.0,569.0,568.0,0.3,True,Fair
Active,Tides Bridgeside Squar,Condo,359000.0,720.0,499.0,497.0,0.3,False,Fair
Active,Corinthian On Intraco Corinthian,Condo,675000.0,1500.0,450.0,449.0,0.3,True,Fair
Pending,Lauderdale Villas,Single Family,645000.0,1985.0,325.0,324.0,0.4,False,Fair
Active,Coral Ridge Galt,Single Family,1150000.0,1768.0,650.0,647.0,0.5,False,Fair
Active,Progresso,Single Family,449000.0,965.0,465.0,462.0,0.6,False,Fair
Active,Letarte,Single Family,2399000.0,4023.0,596.0,593.0,0.6,False,Fair
Active,Jenada Villas,Single Family,749000.0,1894.0,395.0,393.0,0.7,False,Fair
Pending,Tuskegee Park,Single Family,399000.0,991.0,403.0,400.0,0.8,False,Fair
Active,Watergarden,Condo,899000.0,1469.0,612.0,607.0,0.9,True,Fair
Active,Victoria Highlands Pla,Single Family,1100000.0,1722.0,639.0,633.0,0.9,False,Fair
Active,Riva Residences,Condo,950000.0,1783.0,533.0,528.0,0.9,True,Fair
Active,Foundry Lofts,Condo,550000.0,1363.0,404.0,400.0,1.0,False,Fair
Active,Lauderdale,Single Family,678000.0,1488.0,456.0,451.0,1.0,False,Fair
Active,Riverside Park,Single Family,679000.0,1454.0,467.0,462.0,1.1,False,Fair
Active,Beach Way Heights,Single Family,7200000.0,7325.0,983.0,973.0,1.1,True,Fair
Active,Wilton Village,Condo,199900.0,597.0,335.0,331.0,1.1,False,Fair
Active,Las Olas,Single Family,1199000.0,1609.0,745.0,737.0,1.1,False,Fair
Active,Stilwell Isles Pal,Single Family,15950000.0,9416.0,1694.0,1676.0,1.1,True,Fair
Active,Adk,Townhouse,669000.0,2132.0,314.0,310.0,1.3,False,Fair
Active,Village East,Condo,370000.0,1054.0,351.0,346.0,1.3,False,Fair
Active,Riverside Park Amen,Single Family,398000.0,878.0,453.0,447.0,1.3,False,Fair
Active,Las Olas,Condo,1499000.0,2380.0,630.0,621.0,1.4,True,Fair
Active,Lauderdale Manors,Single Family,450000.0,1352.0,333.0,328.0,1.4,False,Fair
Active,Cromwell East,Condo,333999.0,840.0,398.0,392.0,1.4,True,Fair
Active,Dixie Park Middle River Village Terr,Townhouse,649946.0,1861.0,349.0,344.0,1.5,False,Fair
Active,Sun Set Manors First,Single Family,859000.0,1747.0,492.0,484.0,1.6,False,Fair
Active,Lakeway Addition,Single Family,539000.0,1277.0,422.0,415.0,1.6,False,Fair
Active,Pinewood Place,Single Family,2499000.0,3347.0,747.0,735.0,1.6,False,Fair
Active,Nuriver Landing,Condo,750000.0,1692.0,443.0,436.0,1.6,True,Fair
Pending,South New River Isles,Single Family,1000000.0,1296.0,772.0,758.0,1.7,True,Fair
Active,Tropical Manors,Single Family,750000.0,1490.0,503.0,495.0,1.7,False,Fair
Pending,Progresso,Single Family,949000.0,2051.0,463.0,454.0,1.8,False,Fair
Active,Parkside Villas,Condo,625000.0,1629.0,384.0,377.0,1.8,False,Fair
Active,Wilton Estates,Single Family,615000.0,1644.0,374.0,367.0,1.8,False,Fair
Active,Tides Bridgeside Square,Condo,595000.0,1200.0,496.0,487.0,1.8,False,Fair
Active,Marina Oaks,Condo,239000.0,858.0,279.0,273.0,1.9,False,Fair
Active,Pinehurst,Single Family,550000.0,1267.0,434.0,426.0,1.9,False,Fair
Active,River Oaks,Single Family,1100000.0,2497.0,441.0,432.0,2.0,False,Fair
Active,Fort Lauderdale Residence Fort Lauderdale,Condo,797000.0,1176.0,678.0,665.0,2.0,True,Fair
Pending,Coral Shores,Single Family,750000.0,1481.0,506.0,496.0,2.0,False,Fair
Active,Village East,Condo,372777.0,1054.0,354.0,346.0,2.1,False,Fair
Active,Essex Tower,Condo,339000.0,841.0,403.0,395.0,2.1,False,Fair
Active,Las Olas,Condo,1195000.0,1869.0,639.0,626.0,2.1,True,Fair
Active,Coral Ridge Galt,Single Family,4650000.0,4752.0,979.0,958.0,2.1,False,Fair
Active,Lincoln Park Third,Single Family,415000.0,1249.0,332.0,325.0,2.1,False,Fair
Active,Palms,Condo,1999000.0,3205.0,624.0,610.0,2.2,True,Fair
Active,Coral Shores,Single Family,900000.0,1829.0,492.0,482.0,2.2,False,Fair
Active,Lauderdale Gardens,Single Family,415000.0,875.0,474.0,464.0,2.3,False,Fair
Active,Tides Bridgeside Squar Tides,Condo,408000.0,815.0,501.0,489.0,2.3,False,Fair
Active,Carver Park,Single Family,350000.0,1080.0,324.0,316.0,2.5,False,Fair
Active,Gallery One,Condo,169999.0,643.0,264.0,258.0,2.5,True,Fair
Active,Leisure Beach,Condo,299900.0,647.0,464.0,452.0,2.5,False,Fair
Active,Waverly Las Olas Waverly,Condo,475000.0,1244.0,382.0,373.0,2.5,False,Fair
Active,Waverly Las Olas,Condo,485000.0,1208.0,401.0,391.0,2.7,False,Fair
Pending,Symphony,Condo,549000.0,1000.0,549.0,535.0,2.7,True,Fair
Active,Coral Isles,Single Family,6900000.0,5288.0,1305.0,1271.0,2.7,True,Fair
Pending,Croissant Park,Single Family,3350000.0,4676.0,716.0,697.0,2.8,False,Fair
Active,Riviera Isles,Single Family,5250000.0,3664.0,1433.0,1394.0,2.8,True,Fair
Active,Coral Ridge,Single Family,2975000.0,2840.0,1048.0,1018.0,2.9,False,Fair
Pending,Venetian Condominium,Condo,959000.0,1500.0,639.0,621.0,2.9,True,Fair
Active,Lauderdale Tower,Condo,210000.0,440.0,477.0,464.0,2.9,True,Fair
Active,Tarpon River,Townhouse,1775000.0,3578.0,496.0,482.0,2.9,False,Fair
Active,Leisure Beach,Condo,300000.0,647.0,464.0,451.0,2.9,False,Fair
Active,Progresso,Single Family,729000.0,1550.0,470.0,457.0,3.0,False,Fair
Active,Manor Grove Village Two,Condo,219000.0,750.0,292.0,283.0,3.0,False,Fair
Active,Robertson Park,Single Family,764000.0,1494.0,511.0,496.0,3.0,False,Fair
Active,Wilton Station,Townhouse,629900.0,1673.0,377.0,366.0,3.0,False,Fair
Active,Vue,Condo,449000.0,890.0,504.0,489.0,3.1,False,Fair
Active,Four Seasons,Condo,3500000.0,2069.0,1692.0,1641.0,3.1,True,Fair
Active,Progresso,Single Family,835000.0,1772.0,471.0,457.0,3.1,False,Fair
Active,Bayshore Towers,Condo,743500.0,1330.0,559.0,541.0,3.2,True,Fair
Active,Coral Isles,Single Family,12490000.0,8365.0,1493.0,1447.0,3.2,True,Fair
Active,Sole Fort Lauderdale,Condo,485000.0,1270.0,382.0,370.0,3.2,False,Fair
Active,Marina Del Mar,Condo,419000.0,1070.0,392.0,379.0,3.3,True,Fair
Active,Cypress Cove,Condo,438000.0,1200.0,365.0,353.0,3.4,True,Fair
Pending,Isles Club,Townhouse,459000.0,1035.0,443.0,429.0,3.4,True,Fair
Active,Victoria Park,Townhouse,1089000.0,2456.0,443.0,429.0,3.4,False,Fair
Active,Gardenia Park,Townhouse,597000.0,1844.0,324.0,313.0,3.4,False,Fair
Active,Victoria Park,Condo,283000.0,850.0,333.0,322.0,3.5,False,Fair
Active,Fort Lauderdale Residence Residences,Condo,810000.0,1176.0,689.0,665.0,3.6,True,Fair
Active,Rio Vista,Single Family,5000000.0,4240.0,1179.0,1138.0,3.7,True,Fair
Active,River Reach,Condo,349000.0,1110.0,314.0,303.0,3.7,True,Fair
Active,Nuriver Landing,Condo,495000.0,1379.0,359.0,346.0,3.7,False,Fair
Active,Port,Condo,499000.0,1460.0,342.0,329.0,3.8,False,Fair
Active,Lauderdale Manors,Single Family,390000.0,1068.0,365.0,352.0,3.8,False,Fair
Active,Lincoln Park Sixth,Single Family,429999.0,1232.0,349.0,336.0,3.8,False,Fair
Active,Riverbend Condominiums,Condo,230000.0,550.0,418.0,403.0,3.8,True,Fair
Active,Harbor Beach,Single Family,10000000.0,9501.0,1053.0,1014.0,3.8,False,Fair
Active,Progresso,Single Family,538000.0,1111.0,484.0,466.0,3.8,False,Fair
Active,Palms Tower One,Condo,2995000.0,4795.0,625.0,602.0,3.8,True,Fair
Active,New Harbor Lofts,Townhouse,675000.0,1762.0,383.0,369.0,3.8,False,Fair
Active,River Shores,Condo,189000.0,600.0,315.0,303.0,3.9,True,Fair
Active,Corinthian,Condo,699000.0,1500.0,466.0,449.0,3.9,True,Fair
Pending,Victoria Park,Townhouse,675000.0,1658.0,407.0,392.0,3.9,False,Fair
Active,Victoria Park,Townhouse,995000.0,2284.0,436.0,419.0,3.9,False,Fair
Pending,Dorsey Park First,Single Family,380000.0,1014.0,375.0,361.0,3.9,False,Fair
Active,Village East,Condo,379900.0,1054.0,360.0,346.0,4.0,False,Fair
Active,Gallery One,Condo,150000.0,548.0,274.0,263.0,4.0,True,Fair
Active,Sunset Manors Amen,Single Family,1450000.0,2347.0,618.0,594.0,4.1,False,Fair
Active,Marina Oaks,Condo,179000.0,632.0,283.0,272.0,4.2,False,Fair
Active,Wilton Station,Condo,449000.0,1390.0,323.0,310.0,4.2,False,Fair
Active,Hemingway Landings,Condo,1500000.0,2288.0,656.0,629.0,4.2,True,Fair
Active,Townhouses Harbor Beach,Townhouse,1299000.0,1904.0,682.0,655.0,4.2,True,Fair
Active,Edgewater Estates,Single Family,979900.0,1690.0,580.0,556.0,4.2,False,Fair
Active,Progresso,Single Family,575000.0,1333.0,431.0,414.0,4.3,False,Fair
Active,Manor Grove Village Two Co,Condo,335000.0,1180.0,284.0,272.0,4.3,False,Fair
Active,Victoria Park,Single Family,1950000.0,2441.0,799.0,764.0,4.5,False,Fair
Active,Rio Vista,Single Family,3750000.0,4003.0,937.0,897.0,4.5,False,Fair
Active,Venetian Condominium Venetian,Condo,855000.0,1500.0,570.0,545.0,4.5,True,Fair
Active,Villa Escondida,Townhouse,678900.0,1916.0,354.0,339.0,4.5,False,Fair
Pending,Wilton Village,Condo,269000.0,806.0,334.0,319.0,4.5,False,Fair
Active,Lauderdale Beach Estates,Townhouse,2200000.0,2562.0,859.0,822.0,4.5,True,Fair
Pending,Hillbrook,Single Family,849900.0,1700.0,500.0,478.0,4.6,False,Fair
Pending,Las Olas,Single Family,3747000.0,3747.0,1000.0,956.0,4.6,False,Fair
Active,Progresso,Single Family,2249999.0,2923.0,770.0,736.0,4.6,False,Fair
Active,Artist Colony,Condo,295000.0,850.0,347.0,332.0,4.6,False,Fair
Active,Coral Ridge,Single Family,3400000.0,4284.0,794.0,759.0,4.6,False,Fair
Pending,Vinik,Single Family,650000.0,1444.0,450.0,430.0,4.7,False,Fair
Active,Isles Venice Co Op Isles Venice,Condo,884900.0,1542.0,574.0,548.0,4.7,True,Fair
Pending,Rio Vista,Single Family,2500000.0,2598.0,962.0,918.0,4.8,True,Fair
Active,Runaway Bay,Condo,327000.0,1040.0,314.0,300.0,4.8,False,Fair
Active,Beach Way Heights,Single Family,4975000.0,4595.0,1083.0,1033.0,4.8,False,Fair
Pending,Edgewater Townhomes,Townhouse,370000.0,1056.0,350.0,334.0,4.8,False,Fair
Active,Coral Ridge Galt,Single Family,4395000.0,3500.0,1256.0,1198.0,4.8,True,Fair
Active,Las Olas,Condo,799000.0,1650.0,484.0,462.0,4.9,False,Fair
